uni_name,urap_id
POZNAN UNIVERSITY OF MEDICAL SCIENCES,URAP01029
POZNAN UNIVERSITY OF TECHNOLOGY,URAP01030
PRAIRIE VIEW A&M UNIVERSITY,URAP01031
PRESIDENCY COLLEGE INDIA,URAP01032
PRINCE OF SONGKLA UNIVERSITY,URAP01033
PRINCETON UNIVERSITY,URAP01034
PROVIDENCE UNIVERSITY,URAP01035
PUKYONG NATIONAL UNIVERSITY,URAP01036
PUNJAB AGRICULTURAL UNIVERSITY INDIA,URAP01037
PUNJABI UNIVERSITY PATIALA,URAP01038
PURDUE UNIVERSITY,URAP01039
PUSAN NATIONAL UNIVERSITY,URAP01040
QASSIM UNIVERSITY,URAP01041
QINGDAO AGRICULTURAL UNIVERSITY,URAP01042
QINGDAO UNIVERSITY,URAP01043
QINGDAO UNIVERSITY OF SCIENCE & TECHNOLOGY,URAP01044
QUAID-I-AZAM UNIVERSITY,URAP01045
QUAIDEIEAZAM UNIVERSITY,URAP01046
QUEEN MARY UNIVERSITY OF LONDON,URAP01047
QUEENS UNIVERSITY BELFAST,URAP01048
QUEENS COLLEGE CITY UNIVERSITY OF NEW YORK,URAP01049
QUEENS UNIVERSITY KINGSTON,URAP01050
QUEENSLAND UNIVERSITY OF TECHNOLOGY,URAP01051
QUFU NORMAL UNIVERSITY,URAP01052
RADBOUD UNIVERSITY NIJMEGEN,URAP01053
RADFORD UNIVERSITY,URAP01054
RAJSHAHI UNIVERSITY,URAP01055
RAZI UNIVERSITY,URAP01056
RECEP TAYYIP ERDOGAN UNIVERSITY,URAP01057
REED COLLEGE,URAP01058
RENMIN UNIVERSITY OF CHINA,URAP01059
RENSSELAER POLYTECHNIC INSTITUTE,URAP01060
REYKJAVIK UNIVERSITY,URAP01061
RHEINISCH WESTFALISCHE TECHNISCHE HOCHSCHULE AACHEN,URAP01062
RHEINISCHE FRIEDRICH WILHELMS UNIVERSITAT BONN,URAP01063
RHODES UNIVERSITY,URAP01064
RICE UNIVERSITY,URAP01065
RIGA TECHNICAL UNIVERSITY,URAP01066
RIKKYO UNIVERSITY,URAP01067
RITSUMEIKAN UNIVERSITY,URAP01068
RIZE UNIVERSITY,URAP01069
RMIT UNIVERSITY,URAP01070
ROBERT GORDON UNIVERSITY,URAP01071
ROCHESTER INSTITUTE OF TECHNOLOGY,URAP01072
ROCKEFELLER UNIVERSITY,URAP01073
ROSKILDE UNIVERSITY,URAP01074
ROSTOV STATE UNIVERSITY,URAP01075
ROSTOVSKIJ GOSUDARSTVENNYJ UNIVERSITET,URAP01076
ROWAN UNIVERSITY,URAP01077
ROYAL COLLEGE OF SURGEONS IN IRELAND,URAP01078
ROYAL HOLLOWAY U. OF LONDON,URAP01079
ROYAL HOLLOWAY UNIVERSITY OF LONDON,URAP01080
ROYAL INSTITUTE OF TECHNOLOGY,URAP01081
ROYAL MILITARY COLLEGE OF CANADA,URAP01082
RUHR UNIVERSITAT BOCHUM,URAP01083
RUPRECHT KARLS UNIVERSITAT HEIDELBERG,URAP01084
RUSH UNIVERSITY,URAP01085
RUTGERS UNIVERSITY,URAP01086
RYERSON UNIVERSITY,URAP01087
RYUKOKU UNIVERSITY,URAP01088
SABANCI UNIVERSITY,URAP01089
SAGA UNIVERSITY,URAP01090
SAINT CLOUD STATE UNIVERSITY,URAP01091
SAINT FRANCIS XAVIER UNIVERSITY,URAP01092
SAINT JOSEPHS UNIVERSITY,URAP01093
SAINT LOUIS UNIVERSITY,URAP01094
SAINT MARYS UNIVERSITY,URAP01095
SAINT OLAF COLLEGE,URAP01096
SAINT PETERSBURG STATE UNIVERSITY,URAP01097
SAITAMA MEDICAL UNIVERSITY,URAP01098
SAITAMA UNIVERSITY,URAP01099
SAKARYA UNIVERSITY,URAP01100
SAM HOUSTON STATE UNIVERSITY,URAP01101
SAMARSKIJ GOSUDARSTVENNYJ UNIVERSITET,URAP01102
SAN DIEGO STATE UNIVERSITY,URAP01103
SAN FRANCISCO STATE UNIVERSITY,URAP01104
SAN JOSE STATE UNIVERSITY,URAP01105
SANAA UNIVERSITY,URAP01106
SANKTEPETERBURGSKIJ GOSUDARSTVENNYJ POLITEHNICESKIJ UNIVERSITET,URAP01107
SANTA CLARA UNIVERSITY,URAP01108
SAPPORO MEDICAL UNIVERSITY,URAP01109
SARATOV STATE UNIVERSITY,URAP01110
SARDAR PATEL UNIVERSITY,URAP01111
SASTRA UNIVERSITY,URAP01112
SAUDER SCHOOL OF BUSINESS,URAP01113
SCOTTISH AGRICULTURAL COLLEGE,URAP01114
SCUOLA NORMALE SUPERIORE - PISA,URAP01115
SCUOLA NORMALE SUPERIORE E PISA,URAP01116
SCUOLA SUPERIORE SANTANNA,URAP01117
SEATTLE UNIVERSITY,URAP01118
SECOND MILITARY MEDICAL UNIVERSITY,URAP01119
SECONDA UNIVERSITA DEGLI STUDI DI NAPOLI,URAP01120
SEIKEI UNIVERSITY,URAP01121
SEJONG UNIVERSITY,URAP01122
SELCUK UNIVERSITY,URAP01123
SEMMELWEIS UNIVERSITY,URAP01124
SEMNAN UNIVERSITY,URAP01125
SEOUL NATIONAL UNIVERSITY,URAP01126
SETON HALL UNIVERSITY,URAP01127
SETSUNAN UNIVERSITY,URAP01128
SHAANXI NORMAL UNIVERSITY,URAP01129
SHAHED UNIVERSITY,URAP01130
SHAHID BEHESHTI MEDICAL UNIVERSITY,URAP01131
SHAHID BEHESHTI UNIVERSITY,URAP01132
SHAHID CHAMRAN UNIVERSITY OF AHVAZ,URAP01133
SHAHREKORD UNIVERISTY,URAP01134
SHAHROOD UNIVERSITY OF TECHNOLOGY,URAP01135
SHANDONG AGRICULTURAL UNIVERSITY,URAP01136
SHANDONG NORMAL UNIVERSITY,URAP01137
SHANDONG UNIVERSITY,URAP01138
SHANDONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,URAP01139
SHANDONG UNIVERSITY OF TECHNOLOGY,URAP01140
SHANGHAI JIAO TONG UNIVERSITY,URAP01141
SHANGHAI MARITIME UNIVERSITY,URAP01142
SHANGHAI NORMAL UNIVERSITY,URAP01143
SHANGHAI UNIVERSITY,URAP01144
SHANGHAI UNIVERSITY OF ELECTRIC POWER,URAP01145
SHANGHAI UNIVERSITY OF ENGINEERING SCIENCE,URAP01146
SHANGHAI UNIVERSITY OF FINANCE & ECONOMICS,URAP01147
SHANGHAI UNIVERSITY OF TRADITIONAL CHINESE MEDICINE,URAP01148
SHANTOU UNIVERSITY,URAP01149
SHANXI MEDICAL UNIVERSITY,URAP01150
SHANXI NORMAL UNIVERSITY,URAP01151
SHANXI UNIVERSITY,URAP01152
SHAOXING UNIVERSITY,URAP01153
SHARIF UNIVERSITY OF TECHNOLOGY,URAP01154
SHEFFIELD HALLAM UNIVERSITY,URAP01155
SHENYANG AGRICULTURAL UNIVERSITY,URAP01156
SHENYANG LIGONG UNIVERSITY,URAP01157
SHENYANG PHARMACEUTICAL UNIVERSITY,URAP01158
SHENYANG UNIVERSITY OF TECHNOLOGY,URAP01159
SHENZHEN UNIVERSITY,URAP01160
SHIBAURA INSTITUTE OF TECHNOLOGY,URAP01161
SHIGA UNIVERSITY OF MEDICAL SCIENCE,URAP01162
SHIHEZI UNIVERSITY,URAP01163
SHIMANE UNIVERSITY,URAP01164
SHINSHU UNIVERSITY,URAP01165
SHIRAZ UNIVERSITY,URAP01166
SHIRAZ UNIVERSITY OF MEDICAL SCIENCES,URAP01167
SHIVAJI UNIVERSITY,URAP01168
SHIZUOKA UNIVERSITY,URAP01169
SHOWA UNIVERSITY,URAP01170
SIBERIAN FEDERAL UNIVERSITY,URAP01171
SICHUAN AGRICULTURAL UNIVERSITY,URAP01172
SICHUAN NORMAL UNIVERSITY,URAP01173
SICHUAN UNIVERSITY,URAP01174
SILESIAN UNIVERSITY,URAP01175
SILESIAN UNIVERSITY OF TECHNOLOGY IN GLIWICE,URAP01176
SILPAKORN UNIVERSITY,URAP01177
SIMMONS COLLEGE,URAP01178
SIMON FRASER UNIVERSITY,URAP01179
SINGAPORE MANAGEMENT UNIVERSITY,URAP01180
SKIDMORE COLLEGE,URAP01181
SLASKI UNIWERSYTET MEDYCZNY W KATOWICACH,URAP01182
SLOVAK UNIVERSITY OF AGRICULTURE IN NITRA,URAP01183
SLOVAK UNIVERSITY OF TECHNOLOGY,URAP01184
SMITH COLLEGE,URAP01185
SOFIA UNIVERSITY SAINT KLIMENT OHRIDSKI,URAP01186
SOGANG UNIVERSITY,URAP01187
SOHAG UNIVERSITY,URAP01188
SOKA UNIVERSITY,URAP01189
SOKOINE UNIVERSITY OF AGRICULTURE,URAP01190
SONOMA STATE UNIVERSITY,URAP01191
SOOCHOW UNIVERSITY CHINA,URAP01192
SOOCHOW UNIVERSITY TAIWAN,URAP01193
SOOKMYUNG WOMENS UNIVERSITY,URAP01194
SOONCHUNHYANG UNIVERSITY,URAP01195
SOONGSIL UNIVERSITY,URAP01196
SOPHIA UNIVERSITY,URAP01197
SOUTH CHINA AGRICULTURAL UNIVERSITY,URAP01198
SOUTH CHINA NORMAL UNIVERSITY,URAP01199
SOUTH CHINA UNIVERSITY OF TECHNOLOGY,URAP01200
SOUTH DAKOTA SCHOOL OF MINES & TECHNOLOGY,URAP01201
SOUTH DAKOTA STATE UNIVERSITY,URAP01202
SOUTH-CENTRAL UNIVERSITY FOR NATIONALITIES,URAP01203
SOUTHEAST UNIVERSITY,URAP01204
SOUTHEAST UNIVERSITY CHINA,URAP01205
SOUTHEASTERN LOUISIANA UNIVERSITY,URAP01206
SOUTHECENTRAL UNIVERSITY FOR NATIONALITIES,URAP01207
SOUTHERN CROSS UNIVERSITY,URAP01208
SOUTHERN ILLINOIS UNIVERSITY,URAP01209
SOUTHERN ILLINOIS UNIVERSITY CARBONDALE,URAP01210
SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE,URAP01211
SOUTHERN MEDICAL UNIVERSITY,URAP01212
SOUTHERN METHODIST UNIVERSITY,URAP01213
SOUTHERN TAIWAN UNIVERSITY OF TECHNOLOGY,URAP01214
SOUTHERN YANGTZE UNIVERSITY,URAP01215
SOUTHWEST CHINA NORMAL UNIVERSITY,URAP01216
SOUTHWEST JIAOTONG UNIVERSITY,URAP01217
SRI VENKATESWARA UNIVERSITY,URAP01218
SRINAKHARINWIROT UNIVERSITY,URAP01219
SRM UNIVERSITY,URAP01220
SS CYRIL AND METHODIUS UNIVERSITY,URAP01221
ST. MARIANNA UNIVERSITY,URAP01222
STAFFORDSHIRE UNIVERSITY,URAP01223
STANFORD UNIVERSITY,URAP01224
STATE UNIVERSITY OF NEW YORK - UPSTATE MEDICAL UNIVERSITY,URAP01225
STATE UNIVERSITY OF NEW YORK BROCKPORT,URAP01226
STATE UNIVERSITY OF NEW YORK E UPSTATE MEDICAL UNIVERSITY,URAP01227
STATE UNIVERSITY OF NEW YORK OSWEGO,URAP01228
STATE UNIVERSITY OF WEST GEORGIA,URAP01229
STELLENBOSCH UNIVERSITY,URAP01230
STEVENS INSTITUTE OF TECHNOLOGY,URAP01231
STOCKHOLM SCHOOL OF ECONOMICS,URAP01232
STOCKHOLM UNIVERSITY,URAP01233
STONY BROOK UNIVERSITY,URAP01234
SUEZ CANAL UNIVERSITY,URAP01235
SUFFOLK UNIVERSITY,URAP01236
SULEYMAN DEMIREL UNIVERSITY,URAP01237
SULTAN QABOOS UNIVERSITY,URAP01238
SUN YAT-SEN UNIVERSITY,URAP01239
SUN YATESEN UNIVERSITY,URAP01240
SUNCHON NATIONAL UNIVERSITY,URAP01241
SUNGKYUNKWAN UNIVERSITY,URAP01242
SURANAREE UNIVERSITY OF TECHNOLOGY,URAP01243
SWANSEA UNIVERSITY,URAP01244
SWARTHMORE COLLEGE,URAP01245
SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES,URAP01246
SWINBURNE UNIVERSITY OF TECHNOLOGY,URAP01247
SWISS FEDERAL INSTITUTE OF TECHNOLOGY ETH ZURICH,URAP01248
SYRACUSE UNIVERSITY,URAP01249
SZCZECIN UNIVERSITY OF TECHNOLOGY,URAP01250
SZENT ISTVAN UNIVERSITY,URAP01251
TABRIZ UNIVERSITY OF MEDICAL SCIENCES,URAP01252
TAIBAH UNIVERSITY,URAP01253
TAIF UNIVERSITY,URAP01254
TAIPEI MEDICAL UNIVERSITY,URAP01255
TAIYUAN UNIVERSITY OF TECHNOLOGY,URAP01256
TAIZHOU UNIVERSITY,URAP01257
TALLIN TECHNOLOGICAL UNIVERSITY,URAP01258
TALLIN UNIVERSITY,URAP01259
TAMILNADU AGRICULTURAL UNIVERSITY,URAP01260
TAMKANG UNIVERSITY,URAP01261
TAMPERE UNIVERSITY OF TECHNOLOGY,URAP01262
TARTU UNIVERSITY,URAP01263
TATA INSTITUTE OF FUNDAMENTAL RESEARCH,URAP01264
TATUNG UNIVERSITY,URAP01265
TECHNICAL UNIVERSITY OF CLUJ NAPOCA,URAP01266
TECHNICAL UNIVERSITY OF CRETE,URAP01267
TECHNICAL UNIVERSITY OF DENMARK,URAP01268
TECHNICAL UNIVERSITY OF KOSICE,URAP01269
TECHNICAL UNIVERSITY OF LODZ,URAP01270
TECHNICAL UNIVERSITY OSTRAVA,URAP01271
TECHNION ISRAEL INSTITUTE OF TECHNOLOGY,URAP01272
TECHNISCHE UNIVERSITAT BERLIN,URAP01273
TECHNISCHE UNIVERSITAT BRAUNSCHWEIG,URAP01274
TECHNISCHE UNIVERSITAT CHEMNITZ,URAP01275
TECHNISCHE UNIVERSITAT CLAUSTHAL,URAP01276
TECHNISCHE UNIVERSITAT DARMSTADT,URAP01277
TECHNISCHE UNIVERSITAT DORTMUND,URAP01278
TECHNISCHE UNIVERSITAT DRESDEN,URAP01279
TECHNISCHE UNIVERSITAT FREIBERG,URAP01280
TECHNISCHE UNIVERSITAT GRAZ,URAP01281
TECHNISCHE UNIVERSITAT HAMBURG HARBURG,URAP01282
TECHNISCHE UNIVERSITAT ILMENAU,URAP01283
TECHNISCHE UNIVERSITAT KAISERSLAUTERN,URAP01284
TECHNISCHE UNIVERSITAT MUNCHEN,URAP01285
TECHNISCHE UNIVERSITAT WIEN,URAP01286
TECHNOLOGICAL EDUCATION INSTITUTE OF ATHENS,URAP01287
TEHRAN UNIVERSITY OF MEDICAL SCIENCES,URAP01288
TEIKYO UNIVERSITY,URAP01289
TEL AVIV UNIVERSITY,URAP01290
TEMPLE UNIVERSITY,URAP01291
TENNESSEE STATE UNIVERSITY,URAP01292
TENNESSEE TECHNOLOGICAL UNIVERSITY,URAP01293
TEXAS A AND M UNIVERSITY AT GALVESTON,URAP01294
TEXAS A AND M UNIVERSITYEKINGSVILLE,URAP01295
TEXAS A&M UNIVERSITY,URAP01296
TEXAS A&M UNIVERSITY COMMERCE,URAP01297
TEXAS CHRISTIAN UNIVERSITY,URAP01298
TEXAS STATE UNIVERSITY SAN MACROS,URAP01299
TEXAS TECH UNIVERSITY,URAP01300
TEXAS WOMANS UNIVERSITY,URAP01301
TEZPUR UNIVERSITY,URAP01302
THAMMASAT UNIVERSITY,URAP01303
THAPAR UNIVERSITY,URAP01304
THE AGA KHAN UNIVERSITY,URAP01305
THE CATHOLIC UNIVERSITY OF KOREA,URAP01306
THE FEDERAL UNIVERSITY OF AMAZONAS,URAP01307
THE FEDERAL UNIVERSITY OF MARANHAO,URAP01308
THE FOURTH MILITARY MEDICAL UNIVERSITY,URAP01309
THE GRADUATE UNIVERSITY FOR ADVANCED STUDIES,URAP01310
THE ISLAMIA UNIVERSITY OF BAHAWALPUR,URAP01311
THE KOREA NATIONAL UNIVERSITY OF TRANSPORTATION,URAP01312
THE LEBANESE UNIVERSITY,URAP01313
THE MAHARAJA SAYAJIRAO UNIVERSITY OF BARODA,URAP01314
THE OPEN UNIVERSITY OF HONG KONG,URAP01315
THE RICHARD STOCKTON COLLEGE OF NEW JERSEY,URAP01316
THE STATE UNIVERSITY OF SANTA CRUZ (UESC),URAP01317
THIRD MILITARY MEDICAL UNIVERSITY,URAP01318
THOMAS JEFFERSON UNIVERSITY,URAP01319
THOMPSON RIVERS UNIVERSITY,URAP01320
TIANJIN MEDICAL UNIVERSITY,URAP01321
TIANJIN POLYTECHNIC UNIVERSITY,URAP01322
TIANJIN UNIVERSITY,URAP01323
TIANJIN UNIVERSITY OF SCIENCE & TECHNOLOGY,URAP01324
TIANJIN UNIVERSITY OF TECHNOLOGY,URAP01325
TIERARZTLICHE HOCHSCHULE HANNOVER,URAP01326
TOBB UNIVERSITY OF ECONOMICS AND TECHNOLOGY,URAP01327
TOHO UNIVERSITY,URAP01328
TOHOKU GAKUIN UNIVERSITY,URAP01329
TOHOKU PHARMACEUTICAL UNIVERSITY,URAP01330
TOHOKU UNIVERSITY,URAP01331
TOKAI UNIVERSITY,URAP01332
TOKUSHIMA BUNRI UNIVERSITY,URAP01333
TOKYO DENKI UNIVERSITY,URAP01334
TOKYO DENTAL COLLEGE,URAP01335
TOKYO GAKUGEI UNIVERSITY,URAP01336
TOKYO INSTITUTE OF TECHNOLOGY,URAP01337
TOKYO MEDICAL AND DENTAL UNIVERSITY,URAP01338
TOKYO MEDICAL UNIVERSITY,URAP01339
TOKYO METROPOLITAN UNIVERSITY,URAP01340
TOKYO UNIVERSITY OF AGRICULTURE,URAP01341
TOKYO UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,URAP01342
TOKYO UNIVERSITY OF MARINE SCIENCE AND TECHNOLOGY,URAP01343
TOKYO UNIVERSITY OF PHARMACY AND LIFE SCIENCES,URAP01344
TOKYO UNIVERSITY OF SCIENCE,URAP01345
TOKYO UNIVERSITY OF TECHNOLOGY,URAP01346
TOKYO WOMENS MEDICAL UNIVERSITY,URAP01347
TOMSK STATE UNIVERSITY,URAP01348
TOMSKIJ POLITEHNICESKIJ UNIVERSITET,URAP01349
TONGJI UNIVERSITY,URAP01350
TOTTORI UNIVERSITY,URAP01351
TOWSON UNIVERSITY (BALTIMORE HEBREW UNIVERSITY),URAP01352
TOYAMA PREFECTURAL UNIVERSITY,URAP01353
TOYO UNIVERSITY,URAP01354
TOYOHASHI UNIVERSITY OF TECHNOLOGY,URAP01355
TRAKYA UNIVERSITY,URAP01356
TRENT UNIVERSITY,URAP01357
TRIBHUVAN UNIVERSITY,URAP01358
TRINITY COLLEGE HARTFORD,URAP01359
TRINITY UNIVERSITY SAN ANTONIO,URAP01360
TSHWANE UNIVERSITY OF TECHNOLOGY,URAP01361
TSINGHUA UNIVERSITY CHINA,URAP01362
TUFTS UNIVERSITY,URAP01363
TULANE UNIVERSITY,URAP01364
TUNGHAI UNIVERSITY,URAP01365
TUNIS-EL MANAR UNIVERSITY,URAP01366
TUSKEGEE UNIVERSITY,URAP01367
TZU CHI UNIVERSITY,URAP01368
ULSAN UNIVERSITY,URAP01369
ULUDAG UNIVERSITY,URAP01370
UMDNJ ROBERT WOOD JOHNSON MEDICAL SCHOOL,URAP01371
UMEA UNIVERSITY,URAP01372
UMM AL QURA UNIVERSITY,URAP01373
UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES,URAP01374
UNION COLLEGE SCHENECTADY NY,URAP01375
UNITED ARAB EMIRATES UNIVERSITY,URAP01376
UNITED STATES MILITARY ACADEMY AT WEST POINT,URAP01377
UNIVERSIDAD ANDRES BELLO,URAP01378
UNIVERSIDAD AUSTRAL DE CHILE,URAP01379
UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,URAP01380
UNIVERSIDAD AUTONOMA DE MADRID,URAP01381
UNIVERSIDAD AUTONOMA DE NUEVO LEON,URAP01382
UNIVERSIDAD AUTONOMA DE PUEBLA,URAP01383
UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,URAP01384
UNIVERSIDAD AUTONOMA DE TAMAULIPAS,URAP01385
UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,URAP01386
UNIVERSIDAD AUTONOMA METROPOLITANA,URAP01387
UNIVERSIDAD CARLOS III DE MADRID,URAP01388
UNIVERSIDAD CATOLICA DEL NORTE,URAP01389
UNIVERSIDAD CENTRAL DE VENEZUELA,URAP01390
UNIVERSIDAD COMPLUTENSE DE MADRID,URAP01391
UNIVERSIDAD DE ALCALA,URAP01392
UNIVERSIDAD DE ALMERIA,URAP01393
UNIVERSIDAD DE ANTIOQUIA,URAP01394
UNIVERSIDAD DE BUENOS AIRES,URAP01395
UNIVERSIDAD DE CADIZ,URAP01396
UNIVERSIDAD DE CANTABRIA,URAP01397
UNIVERSIDAD DE CARABOBO,URAP01398
UNIVERSIDAD DE CASTILLA LA MANCHA,URAP01399
UNIVERSIDAD DE CHILE,URAP01400
UNIVERSIDAD DE COLIMA,URAP01401
UNIVERSIDAD DE CONCEPCION,URAP01402
UNIVERSIDAD DE COSTA RICA,URAP01403
UNIVERSIDAD DE DEUSTO DEUSTUKO UNIBERTSITATEA,URAP01404
UNIVERSIDAD DE EXTREMADURA,URAP01405
UNIVERSIDAD DE GRANADA,URAP01406
UNIVERSIDAD DE GUADALAJARA,URAP01407
UNIVERSIDAD DE GUANAJUATO,URAP01408
UNIVERSIDAD DE HUELVA,URAP01409
UNIVERSIDAD DE JAEN,URAP01410
UNIVERSIDAD DE LA FRONTERA,URAP01411
UNIVERSIDAD DE LA HABANA,URAP01412
UNIVERSIDAD DE LA LAGUNA,URAP01413
UNIVERSIDAD DE LA REPUBLICA,URAP01414
UNIVERSIDAD DE LA RIOJA,URAP01415
UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,URAP01416
UNIVERSIDAD DE LEON,URAP01417
UNIVERSIDAD DE LOS ANDES,URAP01418
UNIVERSIDAD DE LOS ANDES BOGOTA,URAP01419
UNIVERSIDAD DE MALAGA,URAP01420
UNIVERSIDAD DE MURCIA,URAP01421
UNIVERSIDAD DE NAVARRA,URAP01422
UNIVERSIDAD DE ORIENTE,URAP01423
UNIVERSIDAD DE OVIEDO,URAP01424
UNIVERSIDAD DE PUERTO RICO,URAP01425
UNIVERSIDAD DE PUERTO RICO MAYAGUEZ,URAP01426
UNIVERSIDAD DE SALAMANCA,URAP01427
UNIVERSIDAD DE SAN CARLOS DE GUATEMALA,URAP01428
UNIVERSIDAD DE SANTIAGO DE CHILE,URAP01429
UNIVERSIDAD DE SEVILLA,URAP01430
UNIVERSIDAD DE SONORA,URAP01431
UNIVERSIDAD DE TALCA,URAP01432
UNIVERSIDAD DE TARAPACA,URAP01433
UNIVERSIDAD DE VALLADOLID,URAP01434
UNIVERSIDAD DE ZARAGOZA,URAP01435
UNIVERSIDAD DEL PAIS VASCO,URAP01436
UNIVERSIDAD DEL VALLE,URAP01437
UNIVERSIDAD DEL ZULIA,URAP01438
UNIVERSIDAD DIEGO PORTALES,URAP01439
UNIVERSIDAD EUROPEA DE MADRID,URAP01440
UNIVERSIDAD MAYOR DE SAN ANDRES,URAP01441
UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,URAP01442
UNIVERSIDAD MIGUEL HERNANDEZ,URAP01443
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,URAP01444
UNIVERSIDAD NACIONAL DE COLOMBIA,URAP01445
UNIVERSIDAD NACIONAL DE CORDOBA,URAP01446
UNIVERSIDAD NACIONAL DE CUYO MENDOZA,URAP01447
UNIVERSIDAD NACIONAL DE EDUCACION A DISTANCIA,URAP01448
UNIVERSIDAD NACIONAL DE LA PLATA,URAP01449
UNIVERSIDAD NACIONAL DE MAR DEL PLATA,URAP01450
UNIVERSIDAD NACIONAL DE RIO CUARTO,URAP01451
UNIVERSIDAD NACIONAL DE ROSARIO,URAP01452
UNIVERSIDAD NACIONAL DE SALTA,URAP01453
UNIVERSIDAD NACIONAL DE SAN LUIS,URAP01454
UNIVERSIDAD NACIONAL DE TUCUMAN UNT,URAP01455
UNIVERSIDAD NACIONAL DEL LITORAL,URAP01456
UNIVERSIDAD NACIONAL DEL NORDESTE,URAP01457
UNIVERSIDAD NACIONAL DEL SUR,URAP01458
UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,URAP01459
UNIVERSIDAD PABLO DE OLAVIDE,URAP01460
UNIVERSIDAD POLITECNICA DE CARTAGENA,URAP01461
UNIVERSIDAD POLITECNICA DE MADRID,URAP01462
UNIVERSIDAD POLITECNICA DE VALENCIA,URAP01463
UNIVERSIDAD PUBLICA DE NAVARRA,URAP01464
UNIVERSIDAD REY JUAN CARLOS,URAP01465
UNIVERSIDAD SAN FRANCISCO DE QUITO,URAP01466
UNIVERSIDAD SIMON BOLIVAR VENEZUELA,URAP01467
UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,URAP01468
UNIVERSIDAD TECNOLOGICA NACIONAL,URAP01469
UNIVERSIDADE CATOLICA DE BRASILIA,URAP01470
UNIVERSIDADE CATOLICA PORTUGUESA,URAP01471
UNIVERSIDADE DA BEIRA INTERIOR,URAP01472
UNIVERSIDADE DA CORUNA,URAP01473
UNIVERSIDADE DA MADEIRA,URAP01474
UNIVERSIDADE DE AVEIRO,URAP01475
UNIVERSIDADE DE BRASILIA,URAP01476
UNIVERSIDADE DE CAXIAS DO SUL,URAP01477
UNIVERSIDADE DE COIMBRA,URAP01478
UNIVERSIDADE DE EVORA,URAP01479
UNIVERSIDADE DE LISBOA,URAP01480
UNIVERSIDADE DE PASSO FUNDO,URAP01481
UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,URAP01482
UNIVERSIDADE DE SAO PAULO,URAP01483
UNIVERSIDADE DE TRAS-OS-MONTES E ALTO DOURO,URAP01484
UNIVERSIDADE DE TRASEOSEMONTES E ALTO DOURO,URAP01485
UNIVERSIDADE DE VIGO,URAP01486
UNIVERSIDADE DO ALGARVE,URAP01487
UNIVERSIDADE DO ESTADO DE SANTA CATARINA,URAP01488
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,URAP01489
UNIVERSIDADE DO MINHO,URAP01490
UNIVERSIDADE DO PORTO,URAP01491
UNIVERSIDADE DO VALE DO RIO DOS SINOS,URAP01492
UNIVERSIDADE ESTADUAL DE CAMPINAS,URAP01493
UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,URAP01494
UNIVERSIDADE ESTADUAL DE LONDRINA,URAP01495
UNIVERSIDADE ESTADUAL DE MARINGA,URAP01496
UNIVERSIDADE ESTADUAL DE PONTA GROSSA,URAP01497
UNIVERSIDADE ESTADUAL PAULISTA,URAP01498
UNIVERSIDADE FEDERAL DA BAHIA,URAP01499
UNIVERSIDADE FEDERAL DA PARAIBA,URAP01500
UNIVERSIDADE FEDERAL DE ALAGOAS,URAP01501
UNIVERSIDADE FEDERAL DE GOIAS,URAP01502
UNIVERSIDADE FEDERAL DE LAVRAS,URAP01503
UNIVERSIDADE FEDERAL DE MATO GROSSO,URAP01504
UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,URAP01505
UNIVERSIDADE FEDERAL DE MINAS GERAIS,URAP01506
UNIVERSIDADE FEDERAL DE OURO PRETO,URAP01507
UNIVERSIDADE FEDERAL DE PERNAMBUCO,URAP01508
UNIVERSIDADE FEDERAL DE SANTA CATARINA,URAP01509
UNIVERSIDADE FEDERAL DE SANTA MARIA,URAP01510
UNIVERSIDADE FEDERAL DE SAO CARLOS,URAP01511
UNIVERSIDADE FEDERAL DE SAO JOAO DEL-REI UFSJ,URAP01512
UNIVERSIDADE FEDERAL DE SAO PAULO,URAP01513
UNIVERSIDADE FEDERAL DE SERGIPE,URAP01514
UNIVERSIDADE FEDERAL DE UBERLANDIA,URAP01515
UNIVERSIDADE FEDERAL DE VICOSA,URAP01516
UNIVERSIDADE FEDERAL DO ABC,URAP01517
UNIVERSIDADE FEDERAL DO CEARA,URAP01518
UNIVERSIDADE FEDERAL DO PARA,URAP01519
UNIVERSIDADE FEDERAL DO PARANA,URAP01520
