uni_name,urap_id
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,URAP01521
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,URAP01522
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,URAP01523
UNIVERSIDADE FEDERAL FLUMINENSE,URAP01524
UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,URAP01525
UNIVERSIDADE FERNANDO PESSOA,URAP01526
UNIVERSIDADE NOVA DE LISBOA,URAP01527
UNIVERSIDADE PRESBITERIANA MACKENZIE,URAP01528
UNIVERSIDADE TECNICA DE LISBOA,URAP01529
UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,URAP01530
UNIVERSITA BOCCONI,URAP01531
UNIVERSITA CA FOSCARI VENEZIA,URAP01532
UNIVERSITA DEGLI STUDI DEL MOLISE,URAP01533
UNIVERSITA DEGLI STUDI DEL PIEMONTE ORIENTALE AMEDEO AVOGADRO,URAP01534
UNIVERSITA DEGLI STUDI DEL SANNIO,URAP01535
UNIVERSITA DEGLI STUDI DELLA BASILICATA,URAP01536
UNIVERSITA DEGLI STUDI DELLAQUILA,URAP01537
UNIVERSITA DEGLI STUDI DELLINSUBRIA VARESE E COMO,URAP01538
UNIVERSITA DEGLI STUDI DI BERGAMO,URAP01539
UNIVERSITA DEGLI STUDI DI CAMERINO,URAP01540
UNIVERSITA DEGLI STUDI DI CASSINO,URAP01541
UNIVERSITA DEGLI STUDI DI FIRENZE,URAP01542
UNIVERSITA DEGLI STUDI DI GENOVA,URAP01543
UNIVERSITA DEGLI STUDI DI MESSINA,URAP01544
UNIVERSITA DEGLI STUDI DI MILANO,URAP01545
UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II,URAP01546
UNIVERSITA DEGLI STUDI DI PADOVA,URAP01547
UNIVERSITA DEGLI STUDI DI PALERMO,URAP01548
UNIVERSITA DEGLI STUDI DI PAVIA,URAP01549
UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,URAP01550
UNIVERSITA DEGLI STUDI DI ROMA TOR VERGATA,URAP01551
UNIVERSITA DEGLI STUDI DI SASSARI,URAP01552
UNIVERSITA DEGLI STUDI DI SIENA,URAP01553
UNIVERSITA DEGLI STUDI DI TORINO,URAP01554
UNIVERSITA DEGLI STUDI DI TRENTO,URAP01555
UNIVERSITA DEGLI STUDI DI URBINO CARLO BO,URAP01556
UNIVERSITA DEGLI STUDI G DANNUNZIO CHIETI E PESCARA,URAP01557
UNIVERSITA DEGLI STUDI ROMA TRE,URAP01558
UNIVERSITA DELLA CALABRIA,URAP01559
UNIVERSITA DELLA TUSCIA VITERBO,URAP01560
UNIVERSITA DI BOLOGNA,URAP01561
UNIVERSITA DI PISA,URAP01562
UNIVERSITA DI SALERNO,URAP01563
UNIVERSITA POLITECNICA DELLE MARCHE,URAP01564
UNIVERSITA VITA-SALUTE SAN RAFFAELE,URAP01565
UNIVERSITA VITAESALUTE SAN RAFFAELE,URAP01566
UNIVERSITAS GADJAH MADA,URAP01567
UNIVERSITAT AUGSBURG,URAP01568
UNIVERSITAT AUTONOMA DE BARCELONA,URAP01569
UNIVERSITAT BASEL,URAP01570
UNIVERSITAT BAYREUTH,URAP01571
UNIVERSITAT BERN,URAP01572
UNIVERSITAT BIELEFELD,URAP01573
UNIVERSITAT BREMEN,URAP01574
UNIVERSITAT DALACANT,URAP01575
UNIVERSITAT DE BARCELONA,URAP01576
UNIVERSITAT DE GIRONA,URAP01577
UNIVERSITAT DE LES ILLES BALEARS,URAP01578
UNIVERSITAT DE LLEIDA,URAP01579
UNIVERSITAT DE VALENCIA,URAP01580
UNIVERSITAT DER BUNDESWEHR MUNCHEN,URAP01581
UNIVERSITAT DES SAARLANDES,URAP01582
HEINRICH HEINE UNIVERSITAT DUSSELDORF,URAP01583
FRIEDRICH ALEXANDER UNIVERSITAT ERLANGEN NURNBERG,URAP01584
JOHANN WOLFGANG GOETHE UNIVERSITAT FRANKFURT AM MAIN,URAP01585
UNIVERSITAT FREIBURG,URAP01586
UNIVERSITAT FUR BODENKULTUR WIEN,URAP01587
UNIVERSITAT GOTTINGEN,URAP01588
UNIVERSITAT HAMBURG,URAP01589
UNIVERSITAT HANNOVER,URAP01590
UNIVERSITAT HOHENHEIM,URAP01591
UNIVERSITAT INNSBRUCK,URAP01592
UNIVERSITAT JAUME I,URAP01593
UNIVERSITAT KARLSRUHE,URAP01594
UNIVERSITAT KASSEL,URAP01595
UNIVERSITAT KONSTANZ,URAP01596
UNIVERSITAT LEIPZIG,URAP01597
UNIVERSITAT MANNHEIM,URAP01598
UNIVERSITAT MUNSTER,URAP01599
UNIVERSITAT OBERTA DE CATALUNYA,URAP01600
UNIVERSITAT OSNABRUCK,URAP01601
UNIVERSITAT OTTO FRIEDRICH UNIVERSITAT BAMBERG,URAP01602
UNIVERSITAT PADERBORN,URAP01603
UNIVERSITAT POLITECNICA DE CATALUNYA,URAP01604
UNIVERSITAT POMPEU FABRA,URAP01605
UNIVERSITAT POTSDAM,URAP01606
UNIVERSITAT REGENSBURG,URAP01607
UNIVERSITAT ROVIRA I VIRGILI,URAP01608
UNIVERSITAT SALZBURG,URAP01609
UNIVERSITAT SIEGEN,URAP01610
UNIVERSITAT STUTTGART,URAP01611
UNIVERSITAT TRIER,URAP01612
UNIVERSITAT TUBINGEN,URAP01613
UNIVERSITAT ULM,URAP01614
UNIVERSITAT WIEN,URAP01615
UNIVERSITAT WITTEN/HERDECKE,URAP01616
UNIVERSITAT WURZBURG,URAP01617
UNIVERSITAT ZU KOLN,URAP01618
UNIVERSITAT ZU LUBECK,URAP01619
UNIVERSITAT ZURICH,URAP01620
UNIVERSITATEA DE VEST DIN TIMISOARA,URAP01621
UNIVERSITATEA DIN CRAIOVA,URAP01622
UNIVERSITATSKLINIKUM MANNHEIM,URAP01623
CATHOLIC UNIVERSITY OF THE SACRED HEART,URAP01624
UNIVERSITE AIX-MARSEILLE 3 PAUL CEZANNE,URAP01625
UNIVERSITE AIXEMARSEILLE 3 PAUL CEZANNE,URAP01626
UNIVERSITE BADJI MOKHTAR,URAP01627
UNIVERSITE BLAISE PASCAL CLERMONT-FERRAND II,URAP01628
UNIVERSITE CATHOLIQUE DE LOUVAIN,URAP01629
UNIVERSITE CHEIKH-ANTA-DIOP,URAP01630
UNIVERSITE CLAUDE BERNARD LYON 1,URAP01631
UNIVERSITE DANGERS,URAP01632
UNIVERSITE DARTOIS,URAP01633
UNIVERSITE DE BOURGOGNE,URAP01634
UNIVERSITE DE BRETAGNE OCCIDENTALE,URAP01635
UNIVERSITE DE CAEN BASSE NORMANDIE,URAP01636
UNIVERSITE DE CERGY PONTOISE,URAP01637
UNIVERSITE DE EVRY VAL DESSONNE,URAP01638
UNIVERSITE DE FRANCHE COMTE,URAP01639
UNIVERSITE DE GENEVE,URAP01640
UNIVERSITE DE HAUTE ALSACE MULHOUSE,URAP01641
UNIVERSITE DE LA REUNION,URAP01642
UNIVERSITE DE LAUSANNE,URAP01643
UNIVERSITE DE LIEGE,URAP01644
UNIVERSITE DE LIMOGES,URAP01645
UNIVERSITE DE LYON,URAP01646
UNIVERSITE DE MONCTON,URAP01647
UNIVERSITE DE MONS-HAINAUT,URAP01648
UNIVERSITE DE MONSEHAINAUT,URAP01649
UNIVERSITE DE MONTREAL,URAP01650
UNIVERSITE DE NEUCHATEL,URAP01651
UNIVERSITE DE NICE SOPHIA ANTIPOLIS,URAP01652
UNIVERSITE DE PARIS XII VAL DE MARNE,URAP01653
UNIVERSITE DE PAU ET DES PAYS DE LADOUR,URAP01654
UNIVERSITE DE PERPIGNAN VIA DOMITIA,URAP01655
UNIVERSITE DE PICARDIE JULES VERNE,URAP01656
UNIVERSITE DE POITIERS,URAP01657
UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE,URAP01658
UNIVERSITE DE REIMS CHAMPAGNEEARDENNE,URAP01659
UNIVERSITE DE RENNES 1,URAP01660
UNIVERSITE DE ROUEN,URAP01661
UNIVERSITE DE SAVOIE,URAP01662
UNIVERSITE DE SIDI-BEL-ABBES,URAP01663
UNIVERSITE DE STRASBOURG,URAP01664
UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE,URAP01665
UNIVERSITE DE TOURS FRANCOIS RABELAIS,URAP01666
UNIVERSITE DE VALENCIENNES ET DU HAINAUT CAMBRESIS,URAP01667
UNIVERSITE DE VERSAILLES SAINT QUENTIN EN YVELINES,URAP01668
UNIVERSITE DE YAOUNDE I,URAP01669
UNIVERSITE DORLEANS,URAP01670
UNIVERSITE DU DROIT ET DE LA SANTE- LILLE 2,URAP01671
UNIVERSITE DU HAVRE,URAP01672
UNIVERSITE DU LITTORAL COTE DOPALE,URAP01673
UNIVERSITE DU LUXEMBOURG,URAP01674
UNIVERSITE DU MAINE LE MANS - LAVAL,URAP01675
UNIVERSITE DU MAINE LE MANS E LAVAL,URAP01676
UNIVERSITE DU QUEBEC CHICOUTIMI,URAP01677
UNIVERSITE DU QUEBEC MONTREAL,URAP01678
UNIVERSITE DU QUEBEC OUTAOUAIS,URAP01679
UNIVERSITE DU QUEBEC TROIS-RIVIERES,URAP01680
UNIVERSITE DU QUEBEC TROISERIVIERES,URAP01681
UNIVERSITE DU SUD TOULON VAR,URAP01682
UNIVERSITE JOSEPH FOURIER GRENOBLE 1,URAP01683
UNIVERSITE LAURENTIENNE,URAP01684
UNIVERSITE LAVAL,URAP01685
UNIVERSITE LIBRE DE BRUXELLES,URAP01686
UNIVERSITY OF LILLE 1,URAP01687
UNIVERSITE DU DROIT ET DE LA SANTEE LILLE 2,URAP01688
UNIVERSITE LUMIERE LYON 2,URAP01689
UNIVERSITE MENTOURI CONSTANTINE,URAP01690
UNIVERSITY OF MONTPELLIER 2,URAP01691
UNIVERSITE PARIS I PANTHEON SORBONNE,URAP01692
UNIVERSITE PARIS 13,URAP01693
UNIVERSITE PARIS 8 VINCENNES ST DENIS,URAP01694
UNIVERSITY OF PARIS DAUPHINE (PARIS 9),URAP01695
UNIVERSITE RENE DESCARTES PARIS 5,URAP01696
UNIVERSITY OF PARIS DIDEROT (PARIS 7),URAP01697
UNIVERSITE PARIS EAST MARNE LA VALLEE,URAP01698
UNIVERSITE PARIS X NANTERRE,URAP01699
UNIVERSITE PARIS-EST (UPE),URAP01700
UNIVERSITE PARIS SORBONNE (PARIS IV),URAP01701
UNIVERSITE PARIS XI SUD,URAP01702
PAUL SABATIER UNIVERSITY (TOULOUSE 3),URAP01703
UNIVERSITE PAUL VERLAINE METZ,URAP01704
UNIVERSITE MONTPELLIER 3 PAUL VALERY,URAP01705
UNIVERSITE PARIS 6 PIERRE AND MARIE CURIE,URAP01706
UNIVERSITE RENNES 2 HAUTE BRETAGNE,URAP01707
UNIVERSITE TOULOUSE 1 SCIENCES SOCIALES,URAP01708
UNIVERSITE TOULOUSE II LE MIRAIL,URAP01709
UNIVERSITI KEBANGSAAN MALAYSIA (UKM),URAP01710
UNIVERSITI MALAYA (UM),URAP01711
UNIVERSITI MALAYSIA PERLIS,URAP01712
UNIVERSITI MALAYSIA SARAWAK,URAP01713
UNIVERSITI MALAYSIA TERENGGANU,URAP01714
UNIVERSITI PUTRA MALAYSIA (UPM),URAP01715
UNIVERSITI SAINS MALAYSIA (USM),URAP01716
UNIVERSITI TEKNOLOGI MALAYSIA (UTM),URAP01717
UNIVERSITI TEKNOLOGI MARA,URAP01718
UNIVERSITI TEKNOLOGI PETRONAS,URAP01719
UNIVERSITI TUNKU ABDUL RAHMAN,URAP01720
STATE UNIVERSITY OF NEW YORK AT ALBANY,URAP01721
STATE UNIVERSITY OF NEW YORK AT BUFFALO,URAP01722
UNIVERSITY BABES BOLYAI,URAP01723
UNIVERSITY COLLEGE CORK NATIONAL UNIVERSITY OF IRELAND,URAP01724
UNIVERSITY COLLEGE DUBLIN NATIONAL UNIVERSITY OF IRELAND,URAP01725
UNIVERSITY COLLEGE HOSPITAL IBADAN,URAP01726
UNIVERSITY COLLEGE LONDON,URAP01727
UNIVERSITY COLLEGE OF BORAS,URAP01728
UNIVERSITY OF ABERDEEN,URAP01729
UNIVERSITY OF ABERTAY DUNDEE,URAP01730
UNIVERSITY OF ABOBO-ADJAME,URAP01731
UNIVERSITY OF ABOMEY-CALAVI,URAP01732
UNIVERSITY OF ABOMEYECALAVI,URAP01733
UNIVERSITY OF ADELAIDE,URAP01734
UNIVERSITY OF AGDER,URAP01735
UNIVERSITY OF AIZU,URAP01736
UNIVERSITY OF AKRON,URAP01737
UNIVERSITY OF ALABAMA BIRMINGHAM,URAP01738
UNIVERSITY OF ALABAMA HUNTSVILLE,URAP01739
UNIVERSITY OF ALABAMA TUSCALOOSA,URAP01740
UNIVERSITY OF ALASKA ANCHORAGE,URAP01741
UNIVERSITY OF ALASKA FAIRBANKS,URAP01742
UNIVERSITY OF ALBERTA,URAP01743
UNIVERSITY OF ALLAHABAD,URAP01744
UNIVERSITY OF AMSTERDAM,URAP01745
UNIVERSITY OF ANTOFAGASTA,URAP01746
UNIVERSITY OF ANTWERP,URAP01747
UNIVERSITY OF ARIZONA,URAP01748
UNIVERSITY OF ARKANSAS FAYETTEVILLE,URAP01749
UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,URAP01750
UNIVERSITY OF ARKANSAS LITTLE ROCK,URAP01751
UNIVERSITY OF AUCKLAND,URAP01752
UNIVERSITY OF BAGHDAD,URAP01753
UNIVERSITY OF BAHRAIN,URAP01754
UNIVERSITY OF BALLARAT,URAP01755
UNIVERSITY OF BARI,URAP01756
UNIVERSITY OF BATH,URAP01757
UNIVERSITY OF BELGRADE,URAP01758
UNIVERSITY OF BENIN,URAP01759
UNIVERSITY OF BERGEN,URAP01760
UNIVERSITY OF BIRJAND,URAP01761
UNIVERSITY OF BIRMINGHAM,URAP01762
UNIVERSITY OF BOLTON,URAP01763
UNIVERSITY OF BORDEAUX 1,URAP01764
UNIVERSITY OF BOTSWANA,URAP01765
UNIVERSITY OF BRADFORD,URAP01766
UNIVERSITY OF BRASILIA (UNB),URAP01767
UNIVERSITY OF BRESCIA,URAP01768
UNIVERSITY OF BRIGHTON,URAP01769
UNIVERSITY OF BRISTOL,URAP01770
UNIVERSITY OF BRITISH COLUMBIA,URAP01771
UNIVERSITY OF BUCHAREST,URAP01772
UNIVERSITY OF BUEA,URAP01773
UNIVERSITY OF BURDWAN,URAP01774
UNIVERSITY OF CAGLIARI,URAP01775
UNIVERSITY OF CALCUTTA,URAP01776
UNIVERSITY OF CALGARY,URAP01777
UNIVERSITY OF CALIFORNIA BERKELEY,URAP01778
UNIVERSITY OF CALIFORNIA DAVIS,URAP01779
UNIVERSITY OF CALIFORNIA IRVINE,URAP01780
UNIVERSITY OF CALIFORNIA LOS ANGELES,URAP01781
UNIVERSITY OF CALIFORNIA RIVERSIDE,URAP01782
UNIVERSITY OF CALIFORNIA SAN DIEGO,URAP01783
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,URAP01784
UNIVERSITY OF CALIFORNIA SANTA BARBARA,URAP01785
UNIVERSITY OF CALIFORNIA SANTA CRUZ,URAP01786
UNIVERSITY OF CAMBRIDGE,URAP01787
UNIVERSITY OF CANBERRA,URAP01788
UNIVERSITY OF CANTERBURY,URAP01789
UNIVERSITY OF CAPE TOWN,URAP01790
UNIVERSITY OF CARTHAGE,URAP01791
UNIVERSITY OF CASSINO,URAP01792
UNIVERSITY OF CATANIA,URAP01793
UNIVERSITY OF CATANZARO,URAP01794
UNIVERSITY OF CENTRAL ARKANSAS,URAP01795
UNIVERSITY OF CENTRAL FLORIDA,URAP01796
UNIVERSITY OF CENTRAL LANCASHIRE,URAP01797
UNIVERSITY OF CHEMICAL TECHNOLOGY AND METALLURGY SOFIA,URAP01798
UNIVERSITY OF CHICAGO,URAP01799
UNIVERSITY OF CINCINNATI,URAP01800
UNIVERSITY OF COCODY,URAP01801
UNIVERSITY OF COLORADO AT DENVER,URAP01802
UNIVERSITY OF COLORADO BOULDER,URAP01803
UNIVERSITY OF COLORADO COLORADO SPRINGS,URAP01804
UNIVERSITY OF CONNECTICUT STORRS,URAP01805
UNIVERSITY OF COPENHAGEN,URAP01806
UNIVERSITY OF CORDOBA,URAP01807
UNIVERSITY OF CRETE,URAP01808
UNIVERSITY OF CYPRUS,URAP01809
UNIVERSITY OF DAR ES SALAAM,URAP01810
UNIVERSITY OF DAYTON,URAP01811
UNIVERSITY OF DEBRECEN,URAP01812
UNIVERSITY OF DELAWARE,URAP01813
UNIVERSITY OF DELHI,URAP01814
UNIVERSITY OF DENVER,URAP01815
UNIVERSITY OF DERBY,URAP01816
UNIVERSITY OF DETROIT MERCY,URAP01817
UNIVERSITY OF DHAKA,URAP01818
UNIVERSITY OF DOUALA,URAP01819
UNIVERSITY OF DSCHANG,URAP01820
UNIVERSITY OF DUBLIN TRINITY COLLEGE,URAP01821
UNIVERSITY OF DUISBURG-ESSEN,URAP01822
UNIVERSITY OF DUNDEE,URAP01823
UNIVERSITY OF EAST ANGLIA,URAP01824
UNIVERSITY OF EAST LONDON,URAP01825
UNIVERSITY OF ECONOMICS PRAGUE,URAP01826
UNIVERSITY OF EDINBURGH,URAP01827
UNIVERSITY OF ELECTRO-COMMUNICATIONS,URAP01828
UNIVERSITY OF ELECTROECOMMUNICATIONS,URAP01829
UNIVERSITY OF ELECTRONIC SCIENCE & TECHNOLOGY OF CHINA,URAP01830
UNIVERSITY OF ESSEX,URAP01831
UNIVERSITY OF EXETER,URAP01832
UNIVERSITY OF FERRARA,URAP01833
UNIVERSITY OF FLORIDA,URAP01834
UNIVERSITY OF FOGGIA,URAP01835
UNIVERSITY OF FRIBOURG,URAP01836
UNIVERSITY OF FUKUI,URAP01837
UNIVERSITY OF GAVLE,URAP01838
UNIVERSITY OF GEORGIA,URAP01839
UNIVERSITY OF GEORGIA GRIFFIN CAMPUS,URAP01840
UNIVERSITY OF GHANA,URAP01841
UNIVERSITY OF GLAMORGAN,URAP01842
UNIVERSITY OF GLASGOW,URAP01843
UNIVERSITY OF GLOUCESTERSHIRE,URAP01844
UNIVERSITY OF GRAZ,URAP01845
UNIVERSITY OF GREENWICH,URAP01846
UNIVERSITY OF GREIFSWALD,URAP01847
UNIVERSITY OF GRONINGEN,URAP01848
UNIVERSITY OF GUAM,URAP01849
UNIVERSITY OF GUELPH,URAP01850
UNIVERSITY OF GUILAN,URAP01851
UNIVERSITY OF HAIFA,URAP01852
UNIVERSITY OF HARTFORD,URAP01853
UNIVERSITY OF HAWAII AT MANOA,URAP01854
UNIVERSITY OF HAWAII HILO,URAP01855
UNIVERSITY OF HELSINKI,URAP01856
UNIVERSITY OF HERTFORDSHIRE,URAP01857
UNIVERSITY OF HONG KONG,URAP01858
UNIVERSITY OF HOUSTON,URAP01859
UNIVERSITY OF HUDDERSFIELD,URAP01860
UNIVERSITY OF HULL,URAP01861
UNIVERSITY OF HYDERABAD,URAP01862
UNIVERSITY OF HYOGO KOBE,URAP01863
UNIVERSITY OF IBADAN,URAP01864
UNIVERSITY OF ICELAND,URAP01865
UNIVERSITY OF IDAHO,URAP01866
UNIVERSITY OF ILLINOIS CHICAGO,URAP01867
UNIVERSITY OF ILLINOIS SPRINGFIELD,URAP01868
UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN,URAP01869
UNIVERSITY OF ILORIN,URAP01870
UNIVERSITY OF INDONESIA,URAP01871
UNIVERSITY OF INTERNATIONAL BUSINESS AND ECONOMICS,URAP01872
UNIVERSITY OF IOANNINA,URAP01873
UNIVERSITY OF IOWA,URAP01874
UNIVERSITY OF ISFAHAN,URAP01875
UNIVERSITY OF JAMMU,URAP01876
UNIVERSITY OF JENA,URAP01877
UNIVERSITY OF JOHANNESBURG,URAP01878
UNIVERSITY OF JORDAN,URAP01879
UNIVERSITY OF KALMAR,URAP01880
UNIVERSITY OF KALYANI,URAP01881
UNIVERSITY OF KANSAS LAWRENCE,URAP01882
UNIVERSITY OF KARACHI,URAP01883
UNIVERSITY OF KARLSTAD,URAP01884
UNIVERSITY OF KASHAN,URAP01885
UNIVERSITY OF KASHMIR,URAP01886
UNIVERSITY OF KENT,URAP01887
UNIVERSITY OF KENTUCKY,URAP01888
UNIVERSITY OF KERALA,URAP01889
UNIVERSITY OF KIEL,URAP01890
UNIVERSITY OF KRAGUJEVAC,URAP01891
UNIVERSITY OF KUOPIO,URAP01892
UNIVERSITY OF KUWAIT,URAP01893
UNIVERSITY OF KWAZULU-NATAL,URAP01894
UNIVERSITY OF KWAZULUENATAL,URAP01895
UNIVERSITY OF LAGOS,URAP01896
UNIVERSITY OF LATVIA,URAP01897
UNIVERSITY OF LEEDS,URAP01898
UNIVERSITY OF LEICESTER,URAP01899
UNIVERSITY OF LETHBRIDGE,URAP01900
UNIVERSITY OF LIFE SCIENCES IN POZNAN,URAP01901
UNIVERSITY OF LIMERICK,URAP01902
UNIVERSITY OF LIMPOPO,URAP01903
UNIVERSITY OF LIVERPOOL,URAP01904
UNIVERSITY OF LJUBLJANA,URAP01905
UNIVERSITY OF LODZ,URAP01906
UNIVERSITY OF LOME,URAP01907
UNIVERSITY OF LONDON - ST GEORGES,URAP01908
UNIVERSITY OF LONDON E ST GEORGES,URAP01909
UNIVERSITY OF LOUISIANA AT LAFAYETTE,URAP01910
UNIVERSITY OF LOUISIANA AT MONROE,URAP01911
UNIVERSITY OF LOUISVILLE,URAP01912
UNIVERSITY OF LUCKNOW,URAP01913
UNIVERSITY OF MAASTRICHT,URAP01914
UNIVERSITY OF MACAU,URAP01915
UNIVERSITY OF MACEDONIA,URAP01916
UNIVERSITY OF MADRAS,URAP01917
UNIVERSITY OF MAINE,URAP01918
UNIVERSITY OF MALTA,URAP01919
UNIVERSITY OF MANCHESTER,URAP01920
UNIVERSITY OF MANITOBA,URAP01921
UNIVERSITY OF MARIBOR,URAP01922
UNIVERSITY OF MARYLAND,URAP01923
UNIVERSITY OF MARYLAND BALTIMORE,URAP01924
UNIVERSITY OF MARYLAND BALTIMORE COUNTY,URAP01925
UNIVERSITY OF MASSACHUSETTS AMHERST,URAP01926
UNIVERSITY OF MASSACHUSETTS BOSTON,URAP01927
UNIVERSITY OF MASSACHUSETTS DARTMOUTH,URAP01928
UNIVERSITY OF MASSACHUSETTS LOWELL,URAP01929
UNIVERSITY OF MEDICINE AND DENTISTRY NEW JERSEY,URAP01930
UNIVERSITY OF MELBOURNE,URAP01931
UNIVERSITY OF MEMPHIS,URAP01932
UNIVERSITY OF MIAMI,URAP01933
UNIVERSITY OF MICHIGAN ANN ARBOR,URAP01934
UNIVERSITY OF MICHIGANE DEARBORN,URAP01935
UNIVERSITY OF MICHIGAN FLINT,URAP01936
UNIVERSITY OF MICHIGAN-DEARBORN,URAP01937
UNIVERSITY OF MILANO - BICOCCA,URAP01938
UNIVERSITY OF MILANO E BICOCCA,URAP01939
UNIVERSITY OF MINNESOTA,URAP01940
UNIVERSITY OF MINNESOTA DULUTH,URAP01941
UNIVERSITY OF MISKOLC,URAP01942
UNIVERSITY OF MISSISSIPPI,URAP01943
UNIVERSITY OF MISSOURI COLUMBIA,URAP01944
UNIVERSITY OF MISSOURI KANSAS CITY,URAP01945
UNIVERSITY OF MISSOURI SAINT LOUIS,URAP01946
UNIVERSITY OF MODENA AND REGGIO EMILIA,URAP01947
UNIVERSITY OF MOHAGHEGH ARDABILI,URAP01948
UNIVERSITY OF MONASTIR,URAP01949
UNIVERSITY OF MONTANA MISSOULA,URAP01950
UNIVERSITY OF MONTENEGRO,URAP01951
UNIVERSITY OF MUMBAI,URAP01952
UNIVERSITY OF MYSORE,URAP01953
UNIVERSITY OF NAIROBI,URAP01954
UNIVERSITY OF NANTES,URAP01955
UNIVERSITY OF NEBRASKA LINCOLN,URAP01956
UNIVERSITY OF NEBRASKA MEDICAL CENTER,URAP01957
UNIVERSITY OF NEBRASKA OMAHA,URAP01958
UNIVERSITY OF NEVADA LAS VEGAS,URAP01959
UNIVERSITY OF NEVADA RENO,URAP01960
UNIVERSITY OF NEW BRUNSWICK,URAP01961
UNIVERSITY OF NEW ENGLAND AUSTRALIA,URAP01962
UNIVERSITY OF NEW HAMPSHIRE,URAP01963
UNIVERSITY OF NEW MEXICO,URAP01964
UNIVERSITY OF NEW ORLEANS,URAP01965
UNIVERSITY OF NEW SOUTH WALES,URAP01966
UNIVERSITY OF NEWCASTLE AUSTRALIA,URAP01967
UNIVERSITY OF NEWCASTLE UPON TYNE,URAP01968
UNIVERSITY OF NIGERIA,URAP01969
UNIVERSITY OF NIS,URAP01970
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,URAP01971
UNIVERSITY OF NORTH CAROLINA CHARLOTTE,URAP01972
UNIVERSITY OF NORTH CAROLINA GREENSBORO,URAP01973
UNIVERSITY OF NORTH CAROLINA WILMINGTON,URAP01974
UNIVERSITY OF NORTH DAKOTA,URAP01975
UNIVERSITY OF NORTH FLORIDA,URAP01976
UNIVERSITY OF NORTH TEXAS,URAP01977
UNIVERSITY OF NORTHAMPTON,URAP01978
UNIVERSITY OF NORTHERN BRITISH COLUMBIA,URAP01979
UNIVERSITY OF NORTHERN COLORADO,URAP01980
UNIVERSITY OF NORTHERN IOWA,URAP01981
UNIVERSITY OF NOTRE DAME,URAP01982
UNIVERSITY OF NOTTINGHAM,URAP01983
UNIVERSITY OF NOVI SAD,URAP01984
UNIVERSITY OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,URAP01985
UNIVERSITY OF OKLAHOMA,URAP01986
UNIVERSITY OF OREGON,URAP01987
UNIVERSITY OF ORIENTE,URAP01988
UNIVERSITY OF OSLO,URAP01989
UNIVERSITY OF OTAGO,URAP01990
UNIVERSITE DOTTAWA UNIVERSITY OF OTTAWA,URAP01991
UNIVERSITY OF OUAGADOUGOU,URAP01992
UNIVERSITY OF OULU,URAP01993
UNIVERSITY OF OXFORD,URAP01994
UNIVERSITY OF PARDUBICE,URAP01995
UNIVERSITY OF PARMA,URAP01996
UNIVERSITY OF PATRAS,URAP01997
UNIVERSITY OF PECS,URAP01998
UNIVERSITY OF PENNSYLVANIA,URAP01999
UNIVERSITY OF PERADENIYA,URAP02000
UNIVERSITY OF PERUGIA,URAP02001
UNIVERSITY OF PESHAWAR,URAP02002
UNIVERSITY OF PITTSBURGH,URAP02003
UNIVERSITY OF PLYMOUTH,URAP02004
UNIVERSITY OF PORTSMOUTH,URAP02005
UNIVERSITY OF PRETORIA,URAP02006
UNIVERSITY OF PRINCE EDWARD ISLAND,URAP02007
UNIVERSITY OF PROVENCE (AIX-MARSEILLE 1),URAP02008
UNIVERSITY OF PROVENCE (AIXEMARSEILLE 1),URAP02009
UNIVERSITY OF PUGET SOUND,URAP02010
UNIVERSITY OF PUNE,URAP02011
UNIVERSITY OF QATAR,URAP02012
UNIVERSITY OF QUEENSLAND,URAP02013
UNIVERSITY OF RAJASTHAN,URAP02014
UNIVERSITY OF READING,URAP02015
UNIVERSITY OF REGGIO CALABRIA,URAP02016
UNIVERSITY OF REGINA,URAP02017
UNIVERSITY OF RHODE ISLAND,URAP02018
UNIVERSITY OF RICHMOND,URAP02019
UNIVERSITY OF RIJEKA,URAP02020
UNIVERSITY OF ROCHESTER,URAP02021
UNIVERSITY OF ROSTOCK,URAP02022
UNIVERSITY OF SALFORD,URAP02023
UNIVERSITY OF SAN DIEGO,URAP02024
UNIVERSITY OF SAN FRANCISCO,URAP02025
UNIVERSITY OF SARAJEVO,URAP02026
UNIVERSITY OF SARGODHA,URAP02027
UNIVERSITY OF SASKATCHEWAN,URAP02028
UNIVERSITY OF SCIENCE & TECHNOLOGY BEIJING,URAP02029
UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA,URAP02030
